"","player.name","type.name","location.x","location.y","cluster"
"539","John Michael Nchekwube Obinna","Pass",68,27,1
"540","Oghenekaro Etebo","Pass",75,22,3
"541","John Michael Nchekwube Obinna","Pass",60,23,1
"542","Oghenekaro Etebo","Pass",50,40,3
"543","Oghenekaro Etebo","Pass",52,22,3
"544","John Michael Nchekwube Obinna","Pass",52,32,1
"545","Oghenekaro Etebo","Pass",47,28,3
"546","Ivan Rakitic","Pass",29,43,2
"547","John Michael Nchekwube Obinna","Pass",119,16,1
"548","Victor Moses","Pass",81,79,4
"549","Andrej Kramaric","Pass",30,42,4
"550","John Michael Nchekwube Obinna","Pass",93,32,1
"551","Oghenekaro Etebo","Pass",86,22,3
"552","Luka Modric","Pass",42,35,2
"553","Luka Modric","Pass",68,20,2
"554","Ante Rebic","Dribble",90,6,5
"555","Ante Rebic","Pass",98,25,5
"556","Mario Mandžukic","Pass",104,48,4
"557","Ivan Perišic","Shot",99,46,4
"558","Onyinye Wilfred Ndidi","Pass",72,68,1
"559","John Michael Nchekwube Obinna","Pass",68,65,1
"560","Victor Moses","Dribble",79,79,4
"561","Victor Moses","Pass",76,76,4
"562","Oghenekaro Etebo","Pass",54,46,3
"563","Ivan Rakitic","Pass",56,19,2
"564","Ivan Rakitic","Pass",49,16,2
"565","Andrej Kramaric","Pass",57,32,4
"566","Luka Modric","Pass",55,50,2
"567","Ivan Rakitic","Pass",79,44,2
"568","Andrej Kramaric","Shot",86,35,4
"569","Onyinye Wilfred Ndidi","Pass",68,62,1
"570","Oghenekaro Etebo","Pass",69,28,3
"571","Luka Modric","Pass",59,45,2
"572","Ante Rebic","Pass",88,11,5
"573","Andrej Kramaric","Pass",88,21,4
"574","Victor Moses","Pass",14,61,4
"575","Luka Modric","Pass",119,2,2
"576","Ivan Rakitic","Pass",96,2,2
"577","Ivan Perišic","Pass",72,76,4
"578","Luka Modric","Pass",48,46,2
"579","Ante Rebic","Pass",75,38,5
"580","Luka Modric","Pass",90,60,2
"581","Oghenekaro Etebo","Pass",34,19,3
"582","John Michael Nchekwube Obinna","Pass",46,15,1
"583","Oghenekaro Etebo","Pass",38,19,3
"584","Onyinye Wilfred Ndidi","Pass",48,27,1
"585","Oghenekaro Etebo","Pass",40,28,3
"586","Oghenekaro Etebo","Pass",39,37,3
"587","John Michael Nchekwube Obinna","Pass",59,30,1
"588","Onyinye Wilfred Ndidi","Pass",70,55,1
"589","Ivan Perišic","Pass",39,4,4
"590","Oghenekaro Etebo","Pass",31,42,3
"591","Onyinye Wilfred Ndidi","Pass",43,41,1
"592","Oghenekaro Etebo","Pass",38,29,3
"593","John Michael Nchekwube Obinna","Pass",61,24,1
"594","John Michael Nchekwube Obinna","Pass",63,9,1
"595","Ante Rebic","Pass",55,69,5
"596","Victor Moses","Pass",64,79,4
"597","Victor Moses","Pass",71,75,4
"598","Victor Moses","Pass",120,79,4
"599","John Michael Nchekwube Obinna","Pass",120,23,1
"600","Ivan Rakitic","Pass",17,42,2
"601","Oghenekaro Etebo","Shot",93,41,3
"602","Andrej Kramaric","Pass",50,20,4
"603","Ante Rebic","Pass",89,79,5
"604","Mario Mandžukic","Pass",101,70,4
"605","Ante Rebic","Pass",114,65,5
"606","Mario Mandžukic","Pass",106,69,4
"607","Oghenekaro Etebo","Pass",44,30,3
"608","Oghenekaro Etebo","Pass",44,31,3
"609","Ivan Rakitic","Pass",28,56,2
"610","Ivan Perišic","Pass",63,11,4
"611","Luka Modric","Pass",46,58,2
"612","Ivan Perišic","Pass",88,7,4
"613","Andrej Kramaric","Pass",78,14,4
"614","Victor Moses","Pass",29,67,4
"615","Oghenekaro Etebo","Pass",28,61,3
"616","Onyinye Wilfred Ndidi","Pass",22,66,1
"617","Victor Moses","Pass",51,65,4
"618","Oghenekaro Etebo","Pass",60,48,3
"619","John Michael Nchekwube Obinna","Pass",69,37,1
"620","Oghenekaro Etebo","Pass",63,43,3
"621","Victor Moses","Pass",53,45,4
"622","Luka Modric","Pass",63,29,2
"623","Ivan Perišic","Dribble",98,9,4
"624","Ivan Perišic","Pass",100,10,4
"625","Ivan Perišic","Pass",55,26,4
"626","Luka Modric","Pass",42,30,2
"627","Ivan Rakitic","Pass",48,61,2
"628","Ante Rebic","Pass",102,64,5
"629","Andrej Kramaric","Pass",100,69,4
"630","John Michael Nchekwube Obinna","Pass",45,7,1
"631","Oghenekaro Etebo","Pass",56,29,3
"632","Ivan Perišic","Pass",57,33,4
"633","Mario Mandžukic","Pass",80,38,4
"634","Ivan Rakitic","Pass",64,38,2
"635","Oghenekaro Etebo","Pass",48,47,3
"636","Victor Moses","Pass",59,66,4
"637","Oghenekaro Etebo","Pass",55,51,3
"638","Oghenekaro Etebo","Pass",58,40,3
"639","Onyinye Wilfred Ndidi","Pass",66,24,1
"640","Oghenekaro Etebo","Pass",53,42,3
"641","John Michael Nchekwube Obinna","Pass",56,64,1
"642","Ante Rebic","Pass",42,70,5
"643","Ivan Rakitic","Pass",44,34,2
"644","Luka Modric","Pass",55,41,2
"645","Luka Modric","Pass",46,37,2
"646","Oghenekaro Etebo","Pass",57,36,3
"647","Luka Modric","Pass",39,47,2
"648","Ivan Rakitic","Pass",62,29,2
"649","Ivan Rakitic","Pass",30,43,2
"650","Ante Rebic","Pass",64,3,5
"651","Andrej Kramaric","Dribble",84,2,4
"652","Andrej Kramaric","Dribble",99,6,4
"653","Andrej Kramaric","Pass",103,6,4
"654","Mario Mandžukic","Pass",108,36,4
"655","Ante Rebic","Shot",101,23,5
"656","Luka Modric","Pass",120,80,2
"657","Ante Rebic","Pass",113,48,5
"658","Mario Mandžukic","Shot",113,41,4
"659","Ivan Rakitic","Pass",47,54,2
"660","Onyinye Wilfred Ndidi","Pass",79,42,1
"661","John Michael Nchekwube Obinna","Pass",89,33,1
"662","Oghenekaro Etebo","Pass",74,28,3
"663","Oghenekaro Etebo","Pass",81,60,3
"664","Victor Moses","Pass",97,72,4
"665","Oghenekaro Etebo","Pass",93,64,3
"666","John Michael Nchekwube Obinna","Dribble",108,11,1
"667","Ivan Perišic","Pass",7,75,4
"668","Mario Mandžukic","Pass",30,75,4
"669","Onyinye Wilfred Ndidi","Pass",63,16,1
"670","Oghenekaro Etebo","Pass",64,28,3
"671","Oghenekaro Etebo","Pass",49,56,3
"672","Onyinye Wilfred Ndidi","Pass",39,45,1
"673","John Michael Nchekwube Obinna","Pass",47,27,1
"674","Ivan Rakitic","Pass",26,40,2
"675","Ivan Rakitic","Pass",28,44,2
"676","Ivan Perišic","Pass",58,52,4
"677","Ivan Perišic","Pass",61,61,4
"678","Ivan Rakitic","Pass",45,52,2
"679","Luka Modric","Pass",46,41,2
"680","Ivan Rakitic","Pass",46,44,2
"681","Luka Modric","Pass",48,14,2
"682","Luka Modric","Pass",56,16,2
"683","Mario Mandžukic","Pass",72,11,4
"684","Luka Modric","Dribble",65,12,2
"685","Onyinye Wilfred Ndidi","Pass",104,26,1
"686","Luka Modric","Pass",16,38,2
"687","Andrej Kramaric","Pass",33,55,4
"688","Ivan Perišic","Pass",27,72,4
"689","Andrej Kramaric","Pass",67,50,4
"690","Victor Moses","Pass",32,78,4
"691","Ivan Rakitic","Pass",67,12,2
"692","Ivan Perišic","Pass",69,27,4
"693","Ivan Rakitic","Pass",72,17,2
"694","Ivan Perišic","Pass",75,68,4
"695","Andrej Kramaric","Pass",110,69,4
"696","Andrej Kramaric","Dribble",102,72,4
"697","Andrej Kramaric","Pass",102,71,4
"698","John Michael Nchekwube Obinna","Pass",40,17,1
"699","Ivan Perišic","Pass",66,68,4
"700","Ivan Rakitic","Pass",57,35,2
"701","Luka Modric","Pass",59,43,2
"702","Luka Modric","Pass",56,48,2
"703","Ante Rebic","Pass",110,4,5
"704","Ivan Rakitic","Pass",88,12,2
"705","Andrej Kramaric","Shot",107,37,4
"706","Ante Rebic","Pass",66,6,5
"707","Mario Mandžukic","Pass",68,23,4
"708","Luka Modric","Pass",49,13,2
"709","Ivan Rakitic","Pass",27,29,2
"710","Ante Rebic","Pass",64,18,5
"711","Ivan Rakitic","Pass",37,19,2
"712","Luka Modric","Pass",47,23,2
"713","Ivan Rakitic","Pass",46,30,2
"714","Ivan Rakitic","Pass",45,31,2
"715","Luka Modric","Pass",74,5,2
"716","Ivan Rakitic","Pass",62,19,2
"717","Ivan Perišic","Pass",104,24,4
"718","Mario Mandžukic","Pass",100,44,4
"719","Ivan Perišic","Pass",55,70,4
"720","Mario Mandžukic","Pass",72,56,4
"721","Andrej Kramaric","Pass",66,65,4
"722","Onyinye Wilfred Ndidi","Pass",45,24,1
"723","John Michael Nchekwube Obinna","Pass",57,26,1
"724","Oghenekaro Etebo","Pass",53,50,3
"725","Onyinye Wilfred Ndidi","Pass",53,50,1
"726","Oghenekaro Etebo","Pass",47,40,3
"727","Oghenekaro Etebo","Pass",36,30,3
"728","John Michael Nchekwube Obinna","Pass",48,38,1
"729","John Michael Nchekwube Obinna","Pass",40,60,1
"730","Oghenekaro Etebo","Pass",56,19,3
"731","Victor Moses","Pass",77,58,4
"732","John Michael Nchekwube Obinna","Pass",86,61,1
"733","Victor Moses","Pass",103,76,4
"734","Ante Rebic","Pass",18,70,5
"735","Oghenekaro Etebo","Pass",76,40,3
"736","Onyinye Wilfred Ndidi","Pass",80,54,1
"737","Oghenekaro Etebo","Pass",73,40,3
"738","Victor Moses","Shot",91,47,4
"739","Onyinye Wilfred Ndidi","Pass",57,63,1
"740","Oghenekaro Etebo","Pass",40,37,3
"741","Luka Modric","Pass",61,41,2
"742","Ivan Rakitic","Pass",45,42,2
"743","Onyinye Wilfred Ndidi","Pass",108,79,1
"744","Oghenekaro Etebo","Pass",77,61,3
"745","Victor Moses","Pass",119,79,4
"746","Victor Moses","Pass",120,78,4
"747","Victor Moses","Pass",119,79,4
"748","Ivan Perišic","Pass",12,13,4
"749","Oghenekaro Etebo","Pass",53,62,3
"750","Victor Moses","Pass",80,65,4
"751","Victor Moses","Pass",81,73,4
"752","Oghenekaro Etebo","Pass",57,73,3
"753","Oghenekaro Etebo","Dribble",66,50,3
"754","Oghenekaro Etebo","Pass",67,44,3
"755","John Michael Nchekwube Obinna","Pass",74,26,1
"756","Oghenekaro Etebo","Pass",69,31,3
"757","Victor Moses","Shot",108,57,4
"758","Ivan Rakitic","Pass",46,16,2
"759","Ante Rebic","Pass",79,78,5
"760","Oghenekaro Etebo","Pass",51,26,3
"761","Luka Modric","Pass",71,71,2
"762","Ivan Rakitic","Shot",88,41,2
"763","Victor Moses","Pass",75,70,4
"764","Victor Moses","Pass",81,43,4
"765","Onyinye Wilfred Ndidi","Pass",107,27,1
"766","Ivan Rakitic","Pass",58,58,2
"767","Luka Modric","Pass",70,49,2
"768","Ante Rebic","Pass",88,55,5
"769","Mario Mandžukic","Pass",94,46,4
"770","Ivan Rakitic","Pass",48,51,2
"771","Ivan Rakitic","Pass",45,19,2
"772","John Michael Nchekwube Obinna","Dribble",91,30,1
"773","John Michael Nchekwube Obinna","Pass",90,32,1
"774","Victor Moses","Pass",113,64,4
"775","Onyinye Wilfred Ndidi","Pass",116,79,1
"776","Victor Moses","Pass",119,79,4
"777","Ivan Rakitic","Pass",19,47,2
"778","Andrej Kramaric","Pass",22,34,4
"779","Oghenekaro Etebo","Pass",30,32,3
"780","Oghenekaro Etebo","Pass",37,28,3
"781","John Michael Nchekwube Obinna","Pass",42,21,1
"782","Ivan Rakitic","Pass",79,39,2
"783","Ivan Perišic","Pass",104,15,4
"784","Mario Mandžukic","Pass",49,16,4
"785","John Michael Nchekwube Obinna","Pass",68,56,1
"786","John Michael Nchekwube Obinna","Pass",52,58,1
"787","Onyinye Wilfred Ndidi","Pass",38,56,1
"788","Oghenekaro Etebo","Pass",44,48,3
"789","Ivan Rakitic","Pass",63,22,2
"790","Ivan Perišic","Pass",70,15,4
"791","Luka Modric","Pass",71,43,2
"792","Ante Rebic","Pass",81,51,5
"793","Oghenekaro Etebo","Pass",46,40,3
"794","Victor Moses","Dribble",68,54,4
"795","Victor Moses","Pass",96,67,4
"796","Luka Modric","Pass",37,67,2
"797","Ivan Rakitic","Pass",37,19,2
"798","Ivan Perišic","Pass",51,19,4
"799","Oghenekaro Etebo","Pass",39,37,3
"800","Oghenekaro Etebo","Pass",62,53,3
"801","John Michael Nchekwube Obinna","Pass",63,33,1
"802","Oghenekaro Etebo","Pass",66,48,3
"803","Onyinye Wilfred Ndidi","Pass",81,27,1
"804","Ante Rebic","Pass",76,73,5
"805","Ivan Perišic","Pass",70,3,4
"806","Marcelo Brozovic","Pass",56,5,1
"807","Ivan Rakitic","Pass",52,22,2
"808","Marcelo Brozovic","Pass",47,13,1
"809","Ante Rebic","Pass",114,63,5
"810","Marcelo Brozovic","Pass",94,26,1
"811","Marcelo Brozovic","Pass",83,14,1
"812","Ivan Perišic","Pass",96,3,4
"813","Marcelo Brozovic","Pass",72,4,1
"814","Luka Modric","Pass",82,4,2
"815","Ivan Rakitic","Pass",120,79,2
"816","Mario Mandžukic","Shot",112,44,4
"817","Mario Mandžukic","Pass",53,24,4
"818","Ivan Perišic","Dribble",55,5,4
"819","Ivan Perišic","Pass",63,10,4
"820","Luka Modric","Pass",64,28,2
"821","Luka Modric","Pass",77,78,2
"822","Ivan Rakitic","Pass",94,57,2
"823","Ivan Perišic","Pass",96,15,4
"824","Ante Rebic","Pass",93,62,5
"825","Luka Modric","Pass",95,51,2
"826","John Michael Nchekwube Obinna","Pass",59,61,1
"827","Oghenekaro Etebo","Pass",46,59,3
"828","Onyinye Wilfred Ndidi","Pass",53,25,1
"829","Marcelo Brozovic","Pass",63,57,1
"830","John Michael Nchekwube Obinna","Pass",60,40,1
"831","Oghenekaro Etebo","Pass",50,39,3
"832","Onyinye Wilfred Ndidi","Pass",63,31,1
"833","John Michael Nchekwube Obinna","Pass",74,65,1
"834","Victor Moses","Pass",95,65,4
"835","John Michael Nchekwube Obinna","Pass",96,58,1
"836","Oghenekaro Etebo","Pass",65,52,3
"837","Victor Moses","Pass",81,72,4
"838","Oghenekaro Etebo","Pass",81,55,3
"839","Victor Moses","Pass",76,64,4
"840","Onyinye Wilfred Ndidi","Pass",69,51,1
"841","Onyinye Wilfred Ndidi","Pass",64,57,1
"842","John Michael Nchekwube Obinna","Pass",74,50,1
"843","Ante Rebic","Pass",31,57,5
"844","Ivan Rakitic","Pass",31,51,2
"845","Luka Modric","Pass",45,58,2
"846","Marcelo Brozovic","Pass",38,47,1
"847","Luka Modric","Pass",59,67,2
"848","Ahmed Musa","Pass",54,2,5
"849","Oghenekaro Etebo","Pass",45,43,3
"850","John Michael Nchekwube Obinna","Pass",56,35,1
"851","Marcelo Brozovic","Pass",34,29,1
"852","Ivan Rakitic","Pass",40,44,2
"853","Luka Modric","Pass",57,52,2
"854","Ivan Rakitic","Pass",42,55,2
"855","Ante Rebic","Pass",80,60,5
"856","Luka Modric","Pass",76,77,2
"857","Ivan Rakitic","Pass",36,58,2
"858","Marcelo Brozovic","Pass",45,53,1
"859","Marcelo Brozovic","Pass",53,31,1
"860","Ivan Rakitic","Pass",37,41,2
"861","Ante Rebic","Pass",64,53,5
"862","Mario Mandžukic","Pass",75,41,4
"863","Marcelo Brozovic","Pass",64,38,1
"864","Luka Modric","Pass",119,1,2
"865","Luka Modric","Shot",109,41,2
"866","Onyinye Wilfred Ndidi","Pass",106,80,1
"867","Mario Mandžukic","Pass",17,22,4
"868","Marcelo Brozovic","Pass",31,31,1
"869","Luka Modric","Pass",43,40,2
"870","Ivan Perišic","Pass",74,79,4
"871","Ante Rebic","Dribble",112,59,5
"872","Ivan Rakitic","Pass",120,80,2
"873","Ivan Perišic","Pass",109,31,4
"874","Luka Modric","Pass",93,60,2
"875","Ivan Rakitic","Dribble",98,70,2
"876","Ivan Rakitic","Pass",117,73,2
"877","Onyinye Wilfred Ndidi","Pass",20,28,1
"878","Marcelo Brozovic","Pass",69,53,1
"879","Ivan Perišic","Pass",86,3,4
"880","Marcelo Brozovic","Pass",46,12,1
"881","Marcelo Brozovic","Pass",30,16,1
"882","Ante Rebic","Pass",76,60,5
"883","Mario Mandžukic","Pass",80,31,4
"884","Ivan Perišic","Pass",94,23,4
"885","Luka Modric","Pass",93,61,2
"886","Ivan Rakitic","Pass",106,71,2
"887","Ivan Rakitic","Pass",103,79,2
"888","Ivan Rakitic","Pass",50,59,2
"889","Luka Modric","Pass",72,68,2
"890","Ivan Rakitic","Pass",51,64,2
"891","Mario Mandžukic","Pass",65,27,4
"892","Marcelo Brozovic","Pass",50,18,1
"893","Ivan Perišic","Pass",47,19,4
"894","Ivan Rakitic","Pass",52,32,2
"895","Ivan Perišic","Pass",48,29,4
"896","Marcelo Brozovic","Pass",67,19,1
"897","Ante Rebic","Pass",118,12,5
"898","Onyinye Wilfred Ndidi","Pass",10,54,1
"899","Oghenekaro Etebo","Pass",44,48,3
"900","Victor Moses","Pass",65,4,4
"901","Luka Modric","Pass",55,69,2
"902","Onyinye Wilfred Ndidi","Pass",58,50,1
"903","Ahmed Musa","Pass",84,64,5
"904","Onyinye Wilfred Ndidi","Pass",76,55,1
"905","John Michael Nchekwube Obinna","Pass",80,47,1
"906","Onyinye Wilfred Ndidi","Pass",72,58,1
"907","John Michael Nchekwube Obinna","Pass",101,69,1
"908","John Michael Nchekwube Obinna","Pass",103,65,1
"909","Kelechi Promise Iheanacho","Shot",108,52,4
"910","Mario Mandžukic","Pass",70,20,4
"911","Onyinye Wilfred Ndidi","Pass",54,59,1
"912","Ahmed Musa","Pass",65,69,5
"913","Oghenekaro Etebo","Pass",39,44,3
"914","Onyinye Wilfred Ndidi","Pass",67,57,1
"915","Ahmed Musa","Pass",83,71,5
"916","Luka Modric","Pass",80,48,2
"917","Ivan Perišic","Pass",107,16,4
"918","Onyinye Wilfred Ndidi","Pass",16,35,1
"919","Ivan Rakitic","Pass",76,52,2
"920","Mario Mandžukic","Pass",78,43,4
"921","Luka Modric","Pass",82,54,2
"922","Ivan Rakitic","Pass",76,60,2
"923","Mateo Kovacic","Pass",77,59,2
"924","Luka Modric","Pass",91,63,2
"925","Kelechi Promise Iheanacho","Pass",111,20,4
"926","Oghenekaro Etebo","Pass",77,23,3
"927","Oghenekaro Etebo","Pass",41,19,3
"928","Ivan Rakitic","Pass",54,52,2
"929","Marcelo Brozovic","Pass",67,42,1
"930","Ivan Perišic","Pass",98,5,4
"931","Mario Mandžukic","Pass",84,12,4
"932","Ivan Rakitic","Pass",73,15,2
"933","Ivan Perišic","Pass",119,12,4
"934","Oghenekaro Etebo","Dribble",44,67,3
"935","Oghenekaro Etebo","Pass",45,57,3
"936","Onyinye Wilfred Ndidi","Pass",32,53,1
"937","Marcelo Brozovic","Pass",41,70,1
"938","Ivan Perišic","Pass",75,12,4
"939","Marcelo Brozovic","Pass",56,18,1
"940","Luka Modric","Pass",41,77,2
"941","Ivan Rakitic","Pass",13,61,2
"942","Mario Mandžukic","Pass",62,12,4
"943","Luka Modric","Pass",54,40,2
"944","Marcelo Brozovic","Pass",67,30,1
"945","Luka Modric","Pass",57,39,2
"946","Marcelo Brozovic","Pass",65,32,1
"947","Luka Modric","Pass",58,38,2
"948","Victor Moses","Pass",69,56,4
"949","Onyinye Wilfred Ndidi","Pass",64,58,1
"950","Oghenekaro Etebo","Pass",68,3,3
"951","Ahmed Musa","Pass",98,13,5
"952","Oghenekaro Etebo","Shot",86,29,3
"953","Ahmed Musa","Dribble",112,15,5
"954","Ahmed Musa","Pass",119,17,5
"955","Kelechi Promise Iheanacho","Pass",109,37,4
"956","Victor Moses","Shot",108,49,4
"957","Ivan Perišic","Pass",18,9,4
"958","Onyinye Wilfred Ndidi","Pass",90,38,1
"959","Marcelo Brozovic","Pass",28,38,1
"960","Marcelo Brozovic","Pass",53,27,1
"961","Oghenekaro Etebo","Dribble",54,58,3
"962","Oghenekaro Etebo","Dribble",62,60,3
"963","Victor Moses","Pass",73,55,4
"964","Victor Moses","Pass",107,74,4
"965","Oghenekaro Etebo","Pass",91,56,3
"966","Victor Moses","Dribble",111,73,4
"967","Victor Moses","Pass",117,77,4
"968","Oghenekaro Etebo","Pass",79,80,3
"969","Onyinye Wilfred Ndidi","Pass",82,60,1
"970","Marcelo Brozovic","Pass",29,27,1
"971","Luka Modric","Pass",35,30,2
"972","Ivan Perišic","Pass",67,9,4
"973","Luka Modric","Pass",71,27,2
"974","Luka Modric","Pass",72,19,2
"975","Ivan Perišic","Pass",80,6,4
"976","Luka Modric","Pass",83,13,2
"977","Ivan Perišic","Pass",90,4,4
"978","Luka Modric","Pass",82,21,2
"979","Ivan Rakitic","Pass",55,43,2
"980","Onyinye Wilfred Ndidi","Pass",36,15,1
"981","Luka Modric","Pass",64,54,2
"982","Mateo Kovacic","Shot",111,52,2
"983","Luka Modric","Pass",82,20,2
"984","Mateo Kovacic","Pass",87,27,2
"985","Luka Modric","Pass",81,40,2
"986","Ivan Rakitic","Pass",75,40,2
"987","Ivan Perišic","Pass",94,23,4
"988","Ivan Perišic","Pass",99,12,4
"989","Marcelo Brozovic","Pass",75,12,1
"990","Ivan Rakitic","Pass",41,57,2
"991","Mateo Kovacic","Pass",87,64,2
"992","Ivan Rakitic","Pass",72,75,2
"993","Victor Moses","Pass",58,52,4
"994","Onyinye Wilfred Ndidi","Pass",73,42,1
"995","Oghenekaro Etebo","Pass",76,53,3
"996","Corentin Tolisso","Pass",43,76,1
"997","Corentin Tolisso","Pass",48,70,1
"998","Aaron Mooy","Pass",69,19,1
"999","Corentin Tolisso","Pass",39,63,1
"1000","Mile Jedinak","Pass",100,38,1
"1001","Paul Pogba","Pass",51,10,2
"1002","Antoine Griezmann","Pass",77,78,4
"1003","Corentin Tolisso","Pass",52,74,1
"1004","N""Golo Kanté","Pass",65,65,1
"1005","Kylian Mbappé Lottin","Shot",114,56,6
"1006","Antoine Griezmann","Pass",119,80,4
"1007","Paul Pogba","Pass",106,10,2
"1008","Ousmane Dembélé","Pass",89,3,3
"1009","Corentin Tolisso","Pass",74,31,1
"1010","Kylian Mbappé Lottin","Pass",97,22,6
"1011","Mile Jedinak","Pass",26,63,1
"1012","Corentin Tolisso","Pass",72,62,1
"1013","Ousmane Dembélé","Pass",75,25,3
"1014","Corentin Tolisso","Pass",74,41,1
"1015","Corentin Tolisso","Pass",65,61,1
"1016","N""Golo Kanté","Pass",65,33,1
"1017","Paul Pogba","Shot",94,28,2
"1018","Aaron Mooy","Pass",64,6,1
"1019","Corentin Tolisso","Pass",45,77,1
"1020","Aaron Mooy","Pass",73,4,1
"1021","Kylian Mbappé Lottin","Pass",54,30,6
"1022","Ousmane Dembélé","Pass",97,19,3
"1023","Paul Pogba","Pass",95,30,2
"1024","Antoine Griezmann","Shot",95,43,4
"1025","Paul Pogba","Pass",57,20,2
"1026","N""Golo Kanté","Pass",49,29,1
"1027","Antoine Griezmann","Pass",63,79,4
"1028","Paul Pogba","Pass",74,10,2
"1029","N""Golo Kanté","Pass",64,28,1
"1030","Corentin Tolisso","Pass",73,69,1
"1031","Paul Pogba","Pass",75,38,2
"1032","Kylian Mbappé Lottin","Pass",97,15,6
"1033","Antoine Griezmann","Shot",109,31,4
"1034","N""Golo Kanté","Pass",59,21,1
"1035","Mile Jedinak","Pass",46,56,1
"1036","Aaron Mooy","Pass",44,48,1
"1037","Mile Jedinak","Pass",37,47,1
"1038","Aaron Mooy","Pass",56,26,1
"1039","Tom Rogic","Pass",76,65,5
"1040","Mile Jedinak","Pass",69,61,1
"1041","Paul Pogba","Pass",48,17,2
"1042","N""Golo Kanté","Pass",40,35,1
"1043","Antoine Griezmann","Pass",101,53,4
"1044","Mathew Leckie","Pass",81,78,5
"1045","N""Golo Kanté","Pass",41,19,1
"1046","Mile Jedinak","Pass",68,68,1
"1047","Aaron Mooy","Pass",68,60,1
"1048","N""Golo Kanté","Pass",31,70,1
"1049","Corentin Tolisso","Pass",62,57,1
"1050","Aaron Mooy","Pass",96,8,1
"1051","Mathew Leckie","Shot",110,34,5
"1052","N""Golo Kanté","Pass",24,33,1
"1053","Corentin Tolisso","Pass",45,54,1
"1054","Paul Pogba","Pass",55,27,2
"1055","Antoine Griezmann","Pass",89,25,4
"1056","Antoine Griezmann","Pass",87,15,4
"1057","Ousmane Dembélé","Pass",120,2,3
"1058","Corentin Tolisso","Pass",99,61,1
"1059","Corentin Tolisso","Pass",88,77,1
"1060","Tom Rogic","Dribble",48,3,5
"1061","Paul Pogba","Pass",81,76,2
"1062","Corentin Tolisso","Pass",88,76,1
"1063","Aaron Mooy","Pass",30,12,1
"1064","Paul Pogba","Pass",74,19,2
"1065","Aaron Mooy","Pass",49,49,1
"1066","Tom Rogic","Pass",69,22,5
"1067","Aaron Mooy","Pass",65,39,1
"1068","Aaron Mooy","Pass",54,25,1
"1069","Robbie Kruse","Pass",90,1,1
"1070","Mile Jedinak","Pass",86,10,1
"1071","Aaron Mooy","Pass",79,25,1
"1072","Aaron Mooy","Pass",90,2,1
"1073","Mathew Leckie","Shot",105,32,5
"1074","Aaron Mooy","Pass",120,79,1
"1075","Aaron Mooy","Pass",35,42,1
"1076","Mathew Leckie","Pass",82,72,5
"1077","Aaron Mooy","Pass",73,70,1
"1078","Corentin Tolisso","Pass",35,75,1
"1079","Corentin Tolisso","Pass",50,65,1
"1080","Corentin Tolisso","Pass",52,64,1
"1081","Paul Pogba","Pass",64,22,2
"1082","Ousmane Dembélé","Pass",96,5,3
"1083","Ousmane Dembélé","Dribble",89,3,3
"1084","Mathew Leckie","Pass",36,77,5
"1085","Mile Jedinak","Pass",22,22,1
"1086","Aaron Mooy","Pass",34,26,1
"1087","Mile Jedinak","Pass",42,45,1
"1088","Robbie Kruse","Pass",91,5,1
"1089","Aaron Mooy","Pass",82,9,1
"1090","Mile Jedinak","Pass",77,26,1
"1091","Aaron Mooy","Pass",63,44,1
"1092","Aaron Mooy","Pass",55,14,1
"1093","Robbie Kruse","Pass",58,10,1
"1094","Aaron Mooy","Pass",48,24,1
"1095","Mathew Leckie","Pass",56,63,5
"1096","Corentin Tolisso","Pass",60,68,1
"1097","Paul Pogba","Pass",53,8,2
"1098","Corentin Tolisso","Pass",69,68,1
